rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
11,doi:10.6052/0459-1879-16-161,SURVEY ON UNCALIBRATED ROBOT VISUAL SERVOING CONTROL,2016,Chinese Journal of Theoretical and Applied Mechanics,https://doi.org/10.6052/0459-1879-16-161,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
12,doi:10.1109/robot.2008.4543705,Analysis of classical and new visual servoing control laws,2008,2008 IEEE International Conference on Robotics and Automation,https://doi.org/10.1109/robot.2008.4543705,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.1109/tro.2007.895067,Stable Visual Servoing Through Hybrid Switched-System Control,2007,IEEE Transactions on Robotics,https://doi.org/10.1109/tro.2007.895067,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
14,doi:10.1109/access.2020.3042207,Image-Based Visual Servoing Control of Robot Manipulators Using Hybrid Algorithm With Feature Constraints,2020,IEEE Access,https://doi.org/10.1109/access.2020.3042207,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
15,arxiv:2402.09679v2,Design and Visual Servoing Control of a Hybrid Dual-Segment Flexible Neurosurgical Robot for Intraventricular Biopsy,2024,arXiv,http://arxiv.org/abs/2402.09679v2,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
16,doi:10.1109/access.2018.2829839,Hybrid Visual Servo Trajectory Tracking of Wheeled Mobile Robots,2018,IEEE Access,https://doi.org/10.1109/access.2018.2829839,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
17,doi:10.3934/mbe.2023463,Model predictive control for constrained robot manipulator visual servoing tuned by reinforcement learning,2023,Mathematical Biosciences and Engineering,https://doi.org/10.3934/mbe.2023463,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
18,doi:10.1002/aisy.202600009,Identifying Dynamical Quantum Phase Transitions With a Migratable Quantum‐Classical Hybrid Neural Network,2026,Advanced Intelligent Systems,https://doi.org/10.1002/aisy.202600009,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
19,doi:10.1109/iros60139.2025.11246968,A Spatial Position-based Visual Servoing Obstacle-avoidable Shape Control Framework for An 11-DOF Hybrid Continuum Robot,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/iros60139.2025.11246968,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
20,doi:10.1115/dscc2018-9042,Virtual Motion Camouflage Based Visual Servo Control of a Leaf Picking Mechanism,2018,"Volume 3: Modeling and Validation; Multi-Agent and Networked Systems; Path Planning and Motion Control; Tracking Control Systems; Unmanned Aerial Vehicles (UAVs) and Application; Unmanned Ground and Aerial Vehicles; Vibration in Mechanical Systems; Vibrations and Control of Systems; Vibrations: Modeling, Analysis, and Control",https://doi.org/10.1115/dscc2018-9042,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
21,doi:10.1109/jsyst.2014.2358876,A Hybrid Switched Reactive-Based Visual Servo Control of 5-DOF Robot Manipulators for Pick-and-Place Tasks,2015,IEEE Systems Journal,https://doi.org/10.1109/jsyst.2014.2358876,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
22,doi:10.1016/j.isatra.2023.10.029,Position-based visual servoing of a 6-RSS parallel robot using adaptive sliding mode control,2024,ISA Transactions,https://doi.org/10.1016/j.isatra.2023.10.029,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
23,doi:10.1177/02783640122068155,Visual Servoing Based on Image Motion,2001,The International Journal of Robotics Research,https://doi.org/10.1177/02783640122068155,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
24,doi:10.1016/j.robot.2014.06.003,A modified image-based visual servo controller with hybrid camera configuration for robust robotic grasping,2014,Robotics and Autonomous Systems,https://doi.org/10.1016/j.robot.2014.06.003,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
25,doi:10.1016/j.robot.2015.08.008,Wireless hybrid visual servoing of omnidirectional wheeled mobile robots,2016,Robotics and Autonomous Systems,https://doi.org/10.1016/j.robot.2015.08.008,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
26,doi:10.1007/s10846-011-9582-4,Image Based and Hybrid Visual Servo Control of an Unmanned Aerial Vehicle,2012,Journal of Intelligent & Robotic Systems,https://doi.org/10.1007/s10846-011-9582-4,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
27,doi:10.1177/02783640122068164,Application of Motion-Based Visual Servoing to Target Tracking,2001,The International Journal of Robotics Research,https://doi.org/10.1177/02783640122068164,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
28,doi:10.1109/med.2015.7158815,Hybrid visual servoing for aerial grasping with hierarchical task-priority control,2015,2015 23rd Mediterranean Conference on Control and Automation (MED),https://doi.org/10.1109/med.2015.7158815,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
29,doi:10.3390/act13110457,Robust Adaptive Robotic Visual Servo Grasping with Guaranteed Field of View Constraints,2024,Actuators,https://doi.org/10.3390/act13110457,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
30,doi:10.1109/iros.2008.4650754,A Sliding Mode Control law for epipolar visual servoing of differential-drive robots,2008,,https://doi.org/10.1109/iros.2008.4650754,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
31,doi:10.3390/machines8020033,A Self-triggered Position Based Visual Servoing Model Predictive Control Scheme for Underwater Robotic Vehicles,2020,Machines,https://doi.org/10.3390/machines8020033,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
32,doi:10.1109/aim.2008.4601662,High-accuracy visual/PSD hybrid servoing of robotic manipulator,2008,,https://doi.org/10.1109/aim.2008.4601662,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.1109/tie.2021.3057005,Policy-Based Deep Reinforcement Learning for Visual Servoing Control of Mobile Robots With Visibility Constraints,2021,IEEE Transactions on Industrial Electronics,https://doi.org/10.1109/tie.2021.3057005,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.1109/lra.2023.3318118,A Modeling and Data-driven Control Framework for Rigid-soft Hybrid Robot with Visual Servoing,2023,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2023.3318118,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.1109/icrom.2016.7886818,Visual servoing control of robot manipulator in 3D space using fuzzy hybrid controller,2016,2016 4th International Conference on Robotics and Mechatronics (ICROM),https://doi.org/10.1109/icrom.2016.7886818,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
36,doi:10.36227/techrxiv.15087696,Autonomous Intubation Robot System based on Visual Servoing and Hybrid Control,,,https://doi.org/10.36227/techrxiv.15087696,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.36227/techrxiv.15087696.v1,Autonomous Intubation Robot System based on Visual Servoing and Hybrid Control,,,https://doi.org/10.36227/techrxiv.15087696.v1,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
38,doi:10.3390/en18236365,Adaptive Visual Servo Control for GIS Partial Discharge Detection Robots: A Model Predictive Control Approach,2025,Energies,https://doi.org/10.3390/en18236365,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
39,doi:10.1109/mra.2007.339609,Visual servo control. II. Advanced approaches [Tutorial],2007,IEEE Robotics & Automation Magazine,https://doi.org/10.1109/mra.2007.339609,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
40,doi:10.1007/s11548-025-03437-7,PDZSeg: adapting the foundation model for dissection zone segmentation with visual prompts in robot-assisted endoscopic submucosal dissection,2025,International Journal of Computer Assisted Radiology and Surgery,https://doi.org/10.1007/s11548-025-03437-7,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.1109/sii.2013.6776698,A hybrid visual servo control system for the autonomous mobile robot,2013,Proceedings of the 2013 IEEE/SICE International Symposium on System Integration,https://doi.org/10.1109/sii.2013.6776698,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
42,doi:10.1109/tie.2022.3172778,Hybrid Uncalibrated Visual Servoing Control of Harvesting Robots With RGB-D Cameras,2022,IEEE Transactions on Industrial Electronics,https://doi.org/10.1109/tie.2022.3172778,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
43,doi:10.3390/act12060253,Hybrid Visual Servo Control of a Robotic Manipulator for Cherry Tomato Harvesting,2023,Actuators,https://doi.org/10.3390/act12060253,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
44,doi:10.1109/icma.2009.5246280,A hybrid visual servoing control of 4 DOFs space robot,2009,2009 International Conference on Mechatronics and Automation,https://doi.org/10.1109/icma.2009.5246280,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.1002/zamm.202000351,3D hybrid model of foundation‐soil‐foundation dynamic interaction,2021,ZAMM - Journal of Applied Mathematics and Mechanics / Zeitschrift für Angewandte Mathematik und Mechanik,https://doi.org/10.1002/zamm.202000351,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
46,doi:10.3389/frobt.2026.1771992,A platform for investigating prompt framing as interface parameters in foundation models for robotics,2026,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2026.1771992,Addresses visual servoing and foundation policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visual servoing foundation model hybrid keeps action-critical alternatives explicit until a physical observation collapses them.
