split,regime,task,seed,episodes,success_rate,override_precision,unsafe_action_rate,tracking_error,damage_rate,latency_cost,calibration_error,ablation,interpretation
combined_stress,nominal_view,mobile_pick_reapproach,0,84,0.726190,0.651119,0.079745,0.105943,0.033448,0.216704,0.056823,full_servo_foundation_arbiter,all components
combined_stress,nominal_view,mobile_pick_reapproach,1,84,0.750000,0.651959,0.080387,0.106393,0.033463,0.216898,0.057257,full_servo_foundation_arbiter,all components
combined_stress,nominal_view,mobile_pick_reapproach,2,84,0.702381,0.652799,0.081029,0.106842,0.034906,0.217807,0.057692,full_servo_foundation_arbiter,all components
combined_stress,nominal_view,mobile_pick_reapproach,3,84,0.714286,0.653639,0.081671,0.107292,0.035159,0.218120,0.058126,full_servo_foundation_arbiter,all components
combined_stress,nominal_view,mobile_pick_reapproach,4,84,0.726190,0.638471,0.082313,0.107742,0.035412,0.218432,0.058560,full_servo_foundation_arbiter,all components
combined_stress,nominal_view,mobile_pick_reapproach,5,84,0.714286,0.639311,0.082955,0.108191,0.036141,0.218984,0.058994,full_servo_foundation_arbiter,all components
combined_stress,nominal_view,mobile_pick_reapproach,6,84,0.702381,0.640151,0.083597,0.108641,0.036870,0.219535,0.059429,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,eye_in_hand_peg_insert,0,84,0.666667,0.641348,0.087288,0.123387,0.036048,0.220464,0.067066,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,eye_in_hand_peg_insert,1,84,0.642857,0.642204,0.087942,0.123845,0.037025,0.221142,0.059504,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,eye_in_hand_peg_insert,2,84,0.726190,0.643060,0.088596,0.124303,0.035858,0.220749,0.059947,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,eye_in_hand_peg_insert,3,84,0.738095,0.643916,0.089250,0.124761,0.036120,0.221070,0.060389,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,eye_in_hand_peg_insert,4,84,0.750000,0.644772,0.089904,0.125219,0.036382,0.221391,0.060832,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,eye_in_hand_peg_insert,5,84,0.702381,0.645628,0.090558,0.125678,0.037835,0.222307,0.061274,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,eye_in_hand_peg_insert,6,84,0.678571,0.646484,0.091212,0.126136,0.038811,0.222985,0.061717,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,visual_grasp_centering,0,84,0.785714,0.639609,0.085918,0.090949,0.031546,0.218504,0.065864,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,visual_grasp_centering,1,84,0.726190,0.640465,0.086572,0.091407,0.033236,0.219539,0.066307,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,visual_grasp_centering,2,84,0.666667,0.641321,0.087226,0.091865,0.034927,0.220574,0.066749,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,visual_grasp_centering,3,84,0.785714,0.642177,0.087880,0.092323,0.033046,0.219824,0.059188,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,visual_grasp_centering,4,84,0.738095,0.643033,0.088534,0.092781,0.034499,0.220740,0.059630,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,visual_grasp_centering,5,84,0.809524,0.643889,0.089188,0.093240,0.033570,0.220466,0.060072,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,visual_grasp_centering,6,84,0.785714,0.644745,0.089842,0.093698,0.034547,0.221144,0.060515,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,drawer_handle_alignment,0,84,0.726190,0.636204,0.084488,0.121863,0.032809,0.218422,0.064687,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,drawer_handle_alignment,1,84,0.702381,0.637068,0.085148,0.122326,0.033790,0.219104,0.065133,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,drawer_handle_alignment,2,84,0.571429,0.637932,0.085808,0.122788,0.036914,0.220857,0.065580,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,drawer_handle_alignment,3,84,0.678571,0.638796,0.086468,0.115246,0.034955,0.220230,0.066027,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,drawer_handle_alignment,4,84,0.726190,0.639660,0.087128,0.115709,0.034508,0.220198,0.066473,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,drawer_handle_alignment,5,84,0.690476,0.640524,0.087788,0.116171,0.035727,0.220999,0.066920,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,drawer_handle_alignment,6,84,0.678571,0.641388,0.088448,0.116634,0.036469,0.221562,0.059362,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,cable_tip_alignment,0,84,0.690476,0.645811,0.087258,0.131885,0.035742,0.218948,0.060398,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,cable_tip_alignment,1,84,0.607143,0.630635,0.087894,0.132330,0.037895,0.220209,0.060828,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,cable_tip_alignment,2,84,0.702381,0.631467,0.088530,0.132776,0.036477,0.219685,0.061259,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,cable_tip_alignment,3,84,0.630952,0.632299,0.089166,0.133221,0.038391,0.220827,0.061689,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,cable_tip_alignment,4,84,0.654762,0.633131,0.089802,0.133667,0.038402,0.221017,0.062119,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,cable_tip_alignment,5,84,0.738095,0.633963,0.090438,0.134112,0.037221,0.220612,0.062549,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,cable_tip_alignment,6,84,0.642857,0.634795,0.091074,0.134558,0.039612,0.221992,0.062979,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,mobile_pick_reapproach,0,84,0.666667,0.639548,0.085621,0.109053,0.034346,0.219336,0.065880,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,mobile_pick_reapproach,1,84,0.773810,0.640404,0.086275,0.109511,0.032704,0.218704,0.066323,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,mobile_pick_reapproach,2,84,0.797619,0.641260,0.086929,0.109969,0.032727,0.218906,0.066765,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,mobile_pick_reapproach,3,84,0.845238,0.642116,0.087583,0.110427,0.032275,0.218870,0.067208,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,mobile_pick_reapproach,4,84,0.726190,0.642972,0.088237,0.110885,0.035156,0.220500,0.059646,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,mobile_pick_reapproach,5,84,0.773810,0.643828,0.088891,0.111343,0.034704,0.220464,0.060089,full_servo_foundation_arbiter,all components
combined_stress,lighting_shift,mobile_pick_reapproach,6,84,0.702381,0.644684,0.089545,0.111801,0.036633,0.221619,0.060531,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,eye_in_hand_peg_insert,0,84,0.666667,0.636452,0.086327,0.127591,0.033733,0.222312,0.062438,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,eye_in_hand_peg_insert,1,84,0.773810,0.637372,0.087029,0.128083,0.032127,0.221712,0.062913,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,eye_in_hand_peg_insert,2,84,0.678571,0.638292,0.087731,0.128575,0.034569,0.223137,0.063388,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,eye_in_hand_peg_insert,3,84,0.785714,0.639212,0.088433,0.129067,0.032963,0.222537,0.063864,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,eye_in_hand_peg_insert,4,84,0.666667,0.640132,0.089135,0.129559,0.035881,0.224200,0.064339,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,eye_in_hand_peg_insert,5,84,0.666667,0.641052,0.089837,0.130051,0.036417,0.224672,0.064814,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,eye_in_hand_peg_insert,6,84,0.726190,0.641972,0.090539,0.130543,0.035764,0.224549,0.065289,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,visual_grasp_centering,0,84,0.761905,0.637529,0.087069,0.096645,0.031323,0.221998,0.062678,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,visual_grasp_centering,1,84,0.750000,0.638449,0.087771,0.097137,0.032097,0.222589,0.063153,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,visual_grasp_centering,2,84,0.702381,0.639369,0.088473,0.097629,0.033587,0.223537,0.063628,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,visual_grasp_centering,3,84,0.761905,0.640289,0.089175,0.098121,0.032933,0.223414,0.064104,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,visual_grasp_centering,4,84,0.714286,0.641209,0.089877,0.098614,0.034422,0.224362,0.064579,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,visual_grasp_centering,5,84,0.761905,0.642129,0.090579,0.099106,0.034007,0.224358,0.065054,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,visual_grasp_centering,6,84,0.761905,0.643049,0.091281,0.099598,0.034544,0.224830,0.065529,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,drawer_handle_alignment,0,84,0.714286,0.638221,0.088712,0.121726,0.034377,0.223845,0.063598,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,drawer_handle_alignment,1,84,0.750000,0.639149,0.089420,0.122223,0.034204,0.223963,0.064077,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,drawer_handle_alignment,2,84,0.714286,0.640077,0.090128,0.122719,0.035460,0.224797,0.064556,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,drawer_handle_alignment,3,84,0.607143,0.641005,0.090836,0.123215,0.038144,0.226344,0.065036,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,drawer_handle_alignment,4,84,0.785714,0.641933,0.091544,0.123712,0.035114,0.225034,0.065515,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,drawer_handle_alignment,5,84,0.666667,0.642861,0.092252,0.124208,0.038037,0.226701,0.065994,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,drawer_handle_alignment,6,84,0.690476,0.643789,0.092960,0.124704,0.038102,0.218935,0.066474,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,cable_tip_alignment,0,84,0.690476,0.636380,0.082896,0.133685,0.038829,0.226532,0.061452,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,cable_tip_alignment,1,84,0.702381,0.637276,0.083580,0.134164,0.039114,0.218869,0.061915,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,cable_tip_alignment,2,84,0.678571,0.638172,0.084264,0.134644,0.040113,0.219567,0.062377,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,cable_tip_alignment,3,84,0.571429,0.639068,0.084948,0.135123,0.042779,0.221099,0.062840,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,cable_tip_alignment,4,84,0.571429,0.639964,0.085632,0.135602,0.035298,0.221559,0.063303,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,cable_tip_alignment,5,84,0.619048,0.640860,0.086316,0.136082,0.034868,0.221542,0.063766,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,cable_tip_alignment,6,84,0.678571,0.641756,0.087000,0.136561,0.034201,0.221407,0.064229,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,mobile_pick_reapproach,0,84,0.726190,0.634653,0.084661,0.113257,0.038845,0.220588,0.061252,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,mobile_pick_reapproach,1,84,0.750000,0.635573,0.085363,0.113749,0.030901,0.220822,0.061727,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,mobile_pick_reapproach,2,84,0.714286,0.636493,0.086065,0.114241,0.032152,0.221652,0.062202,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,mobile_pick_reapproach,3,84,0.773810,0.637413,0.086767,0.114733,0.031499,0.221528,0.062678,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,mobile_pick_reapproach,4,84,0.726190,0.638333,0.087469,0.115225,0.032988,0.222476,0.063153,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,mobile_pick_reapproach,5,84,0.738095,0.639253,0.088171,0.115717,0.033287,0.222829,0.063628,full_servo_foundation_arbiter,all components
combined_stress,camera_extrinsic_drift,mobile_pick_reapproach,6,84,0.750000,0.640173,0.088873,0.116209,0.033585,0.223182,0.064103,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,eye_in_hand_peg_insert,0,84,0.678571,0.629498,0.089593,0.132195,0.035000,0.221727,0.066432,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,eye_in_hand_peg_insert,1,84,0.750000,0.630378,0.090265,0.132666,0.034085,0.221465,0.066887,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,eye_in_hand_peg_insert,2,84,0.583333,0.631258,0.090937,0.133137,0.037932,0.223583,0.067342,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,eye_in_hand_peg_insert,3,84,0.678571,0.632138,0.091609,0.133608,0.036541,0.223083,0.067796,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,eye_in_hand_peg_insert,4,84,0.642857,0.633018,0.092281,0.126075,0.037449,0.223892,0.068251,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,eye_in_hand_peg_insert,5,84,0.726190,0.633898,0.092953,0.126546,0.036297,0.223511,0.068706,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,eye_in_hand_peg_insert,6,84,0.690476,0.634778,0.093625,0.127017,0.037525,0.224320,0.069161,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,visual_grasp_centering,0,84,0.630952,0.628815,0.089015,0.100317,0.034437,0.221961,0.065771,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,visual_grasp_centering,1,84,0.702381,0.629695,0.089687,0.100788,0.033522,0.221699,0.066226,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,visual_grasp_centering,2,84,0.702381,0.630575,0.090359,0.101259,0.034036,0.222151,0.066680,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,visual_grasp_centering,3,84,0.750000,0.631455,0.091031,0.101730,0.033597,0.222127,0.067135,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,visual_grasp_centering,4,84,0.773810,0.632335,0.091703,0.102201,0.033635,0.222341,0.067590,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,visual_grasp_centering,5,84,0.773810,0.633215,0.092375,0.094667,0.033829,0.222793,0.068045,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,visual_grasp_centering,6,84,0.773810,0.634095,0.093047,0.095138,0.034343,0.223245,0.068499,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,drawer_handle_alignment,0,84,0.714286,0.626947,0.088738,0.124041,0.033404,0.221219,0.065380,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,drawer_handle_alignment,1,84,0.714286,0.627835,0.089416,0.124517,0.033922,0.221675,0.065839,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,drawer_handle_alignment,2,84,0.761905,0.628723,0.090094,0.124992,0.033488,0.221654,0.066298,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,drawer_handle_alignment,3,84,0.761905,0.629611,0.090772,0.125467,0.034007,0.222110,0.066757,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,drawer_handle_alignment,4,84,0.666667,0.630499,0.091450,0.125942,0.036430,0.223519,0.067215,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,drawer_handle_alignment,5,84,0.630952,0.631387,0.092128,0.126417,0.037663,0.224332,0.067674,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,drawer_handle_alignment,6,84,0.750000,0.632275,0.092806,0.118888,0.035480,0.223597,0.068133,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,cable_tip_alignment,0,84,0.559524,0.626258,0.095791,0.137091,0.041995,0.225792,0.064016,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,cable_tip_alignment,1,84,0.726190,0.627114,0.084439,0.137069,0.038302,0.224565,0.064266,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,cable_tip_alignment,2,84,0.595238,0.627970,0.085093,0.137527,0.041421,0.226314,0.064709,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,cable_tip_alignment,3,84,0.666667,0.628826,0.085747,0.137985,0.040492,0.226040,0.065151,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,cable_tip_alignment,4,84,0.642857,0.629682,0.086401,0.138443,0.041469,0.226718,0.065594,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,cable_tip_alignment,5,84,0.678571,0.630538,0.087055,0.138901,0.033250,0.226801,0.066036,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,cable_tip_alignment,6,84,0.702381,0.631394,0.087709,0.139359,0.033274,0.227003,0.066479,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,mobile_pick_reapproach,0,84,0.750000,0.627699,0.087926,0.117861,0.031869,0.219884,0.065246,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,mobile_pick_reapproach,1,84,0.678571,0.628579,0.088598,0.118332,0.033812,0.221051,0.065701,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,mobile_pick_reapproach,2,84,0.726190,0.629459,0.089270,0.118803,0.033373,0.221026,0.066156,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,mobile_pick_reapproach,3,84,0.726190,0.630339,0.089942,0.119274,0.033887,0.221478,0.066611,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,mobile_pick_reapproach,4,84,0.714286,0.631219,0.090614,0.119745,0.034639,0.222050,0.067065,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,mobile_pick_reapproach,5,84,0.738095,0.632099,0.091286,0.120216,0.034677,0.222263,0.067520,full_servo_foundation_arbiter,all components
combined_stress,depth_scale_error,mobile_pick_reapproach,6,84,0.666667,0.632979,0.091958,0.112682,0.036299,0.223430,0.067975,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,eye_in_hand_peg_insert,0,84,0.773810,0.636536,0.097995,0.130192,0.037023,0.224138,0.063589,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,eye_in_hand_peg_insert,1,84,0.702381,0.637400,0.098655,0.130655,0.038956,0.225297,0.064035,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,eye_in_hand_peg_insert,2,84,0.654762,0.638264,0.087309,0.130637,0.039554,0.226217,0.064290,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,eye_in_hand_peg_insert,3,84,0.654762,0.639128,0.087969,0.131099,0.040059,0.226661,0.064736,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,eye_in_hand_peg_insert,4,84,0.726190,0.623984,0.088629,0.131562,0.039135,0.226391,0.065183,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,eye_in_hand_peg_insert,5,84,0.738095,0.624848,0.089289,0.132024,0.039401,0.226716,0.065630,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,eye_in_hand_peg_insert,6,84,0.726190,0.625712,0.089949,0.132486,0.032140,0.227279,0.066076,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,visual_grasp_centering,0,84,0.702381,0.635149,0.096890,0.097941,0.036532,0.224259,0.062567,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,visual_grasp_centering,1,84,0.642857,0.636013,0.097550,0.098403,0.038227,0.225298,0.063014,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,visual_grasp_centering,2,84,0.702381,0.636877,0.098210,0.098866,0.037542,0.225147,0.063460,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,visual_grasp_centering,3,84,0.821429,0.637741,0.086864,0.098848,0.034806,0.224400,0.063715,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,visual_grasp_centering,4,84,0.750000,0.638605,0.087524,0.099310,0.036739,0.225559,0.064161,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,visual_grasp_centering,5,84,0.726190,0.639469,0.088184,0.099773,0.037720,0.226241,0.064608,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,visual_grasp_centering,6,84,0.738095,0.624325,0.088844,0.100235,0.037987,0.226566,0.065055,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,drawer_handle_alignment,0,84,0.678571,0.632256,0.095844,0.121123,0.037055,0.224076,0.069656,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,drawer_handle_alignment,1,84,0.726190,0.633128,0.096510,0.121589,0.036611,0.224048,0.070107,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,drawer_handle_alignment,2,84,0.702381,0.634000,0.097176,0.122056,0.037597,0.224734,0.062553,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,drawer_handle_alignment,3,84,0.773810,0.634872,0.097842,0.122522,0.036678,0.224467,0.063004,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,drawer_handle_alignment,4,84,0.654762,0.635744,0.098508,0.122989,0.039568,0.226106,0.063455,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,drawer_handle_alignment,5,84,0.714286,0.636616,0.087168,0.122975,0.038027,0.225959,0.063713,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,drawer_handle_alignment,6,84,0.690476,0.637488,0.087834,0.123442,0.039013,0.226645,0.064164,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,cable_tip_alignment,0,84,0.630952,0.638431,0.096040,0.137329,0.038577,0.223005,0.063610,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,cable_tip_alignment,1,84,0.666667,0.639271,0.096682,0.137779,0.038354,0.223080,0.064045,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,cable_tip_alignment,2,84,0.583333,0.624103,0.097324,0.138229,0.040511,0.224345,0.064479,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,cable_tip_alignment,3,84,0.738095,0.624943,0.097966,0.138678,0.037907,0.223230,0.064913,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,cable_tip_alignment,4,84,0.666667,0.625783,0.098608,0.139128,0.039826,0.224376,0.065347,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,cable_tip_alignment,5,84,0.714286,0.626623,0.087244,0.139098,0.038505,0.224332,0.065590,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,cable_tip_alignment,6,84,0.726190,0.627463,0.087886,0.139547,0.038758,0.224645,0.066024,full_servo_foundation_arbiter,all components
combined_stress,occlusion_shift,mobile_pick_reapproach,0,84,0.761905,0.634737,0.096329,0.115858,0.035559,0.223129,0.062403,full_servo_foundation_arbiter,all components
